city_name,country,city_lat,city_lon,population,max_precip_raw,max_precip,cell_idx,time_idx,timestamp,lat,lon,continent
Guelma,Algeria,36.4660021,7.4279975,123590,0.0208603739738464,20.86037397384644,1168942,10987,2083-10-05T12:00:00.000000000,36.52021026611328,7.294117450714111,Africa
Lac La Biche,Canada,54.7719397,-111.964701,2986,0.0208529029041528,20.85290290415287,512414,13632,2084-08-31T03:00:00.000000000,54.72759246826172,247.9446716308593,North America
Siliana,Tunisia,36.0833041,9.3833016,26960,0.020847238600254,20.84723860025406,1190464,37442,2092-10-24T09:00:00.000000000,36.02811813354492,9.326424598693848,Africa
Kentau,Kazakhstan,43.5165027,68.5198897,57408,0.0208425633609294,20.84256336092949,883587,20838,2087-02-17T21:00:00.000000000,43.550086975097656,68.61653900146484,Asia
Bogoroditsk,Russia,53.7746879,38.1143554,39553,0.0208353213965892,20.83532139658928,537864,13048,2084-06-19T03:00:00.000000000,53.81370544433594,38.15028762817383,Europe
Sosnogorsk,Russia,63.5947604,53.8943225,29343,0.0208309348672628,20.83093486726284,288228,36256,2092-05-29T03:00:00.000000000,63.585235595703125,54.0,Europe
Hamar,Norway,60.8200021,11.0690016,29479,0.0208186097443103,20.81860974431038,350296,13666,2084-09-04T09:00:00.000000000,60.84358215332031,11.169450759887695,Europe
Gyangze,China,28.9500016,89.6333296,10000,0.0208169668912887,20.81696689128876,1523341,34494,2091-10-21T21:00:00.000000000,28.927942276000977,89.58763122558594,Asia
Ad Nabk,Syria,34.0170309,36.7333028,50178,0.0208168532699346,20.81685326993465,1278686,36008,2092-04-28T03:00:00.000000000,34.05975341796875,36.67499923706055,Asia
Athabasca,Canada,54.7170335,-113.2665853,2539,0.0208050981163978,20.805098116397858,512407,27740,2089-06-29T15:00:00.000000000,54.72759246826172,246.69960021972656,North America
Aberdeen,United Kingdom,57.145133499698055,-2.105049991692299,189364,0.0208025928586721,20.802592858672146,448352,10731,2083-09-03T12:00:00.000000000,57.04745101928711,357.7167053222656,Europe
Londonderry/Derry,United Kingdom,55.0003754,-7.3332839,83652,0.0207971353083848,20.79713530838489,504931,16603,2085-09-06T12:00:00.000000000,55.008785247802734,352.6494140625,Europe
Corum,Turkey,40.5199931,34.9500008,183418,0.0207900684326887,20.79006843268872,1004179,35494,2092-02-23T21:00:00.000000000,40.456939697265625,34.908321380615234,Asia
Maragheh,Iran,37.420389,46.2200105,151385,0.0207859519869089,20.78595198690892,1126847,30263,2090-05-11T00:00:00.000000000,37.50439453125,46.3781623840332,Asia
Vaslui,Romania,46.6333291,27.7333386,69225,0.0207826364785432,20.78263647854328,770192,37463,2092-10-27T00:00:00.000000000,46.64323425292969,27.826086044311523,Europe
Norman Wells,Canada,65.283727,-126.8499681,1027,0.0207772497087717,20.777249708771706,253642,28204,2089-08-26T15:00:00.000000000,65.27240753173828,233.0898895263672,North America
Nablus,Palestine,32.2214815,35.2544266,215981,0.0207507088780403,20.75070887804032,1369795,8811,2083-01-06T12:00:00.000000000,32.09138870239258,35.10869598388672,Asia
Novomoskovsk,Russia,54.01071498264484,38.28930521531223,130982,0.0207442957907915,20.74429579079151,533723,21644,2087-05-29T15:00:00.000000000,53.95430374145508,38.1237907409668,Europe
Erzurum,Turkey,39.9203915,41.2900272,420691,0.0207427721470594,20.74277214705944,1029901,7074,2082-06-03T09:00:00.000000000,39.82425308227539,41.23955535888672,Asia
Tartu,Estonia,58.3839415,26.7098836,101092,0.0206969566643238,20.696956664323807,413234,16395,2085-08-11T12:00:00.000000000,58.31282806396485,26.505495071411133,Europe
Port Heiden,United States of America,56.9490936,-158.6268915,102,0.0206911955028772,20.691195502877235,449425,22648,2087-10-02T03:00:00.000000000,56.977149963378906,201.4557037353516,North America
Århus,Denmark,56.157204,10.210684,237551,0.0206849053502082,20.68490535020828,473379,7218,2082-06-21T09:00:00.000000000,56.06326675415039,10.164271354675291,Europe
Villa O'Higgins,Chile,-48.4668778,-72.5929555,250,0.0206821393221616,20.682139322161674,5889999,2094,2080-09-18T21:00:00.000000000,-48.40070343017578,287.36578369140625,South America
Kulusuk,Greenland,65.566578,-37.1833224,286,0.020675953477621,20.67595347762108,248327,16662,2085-09-13T21:00:00.000000000,65.55360412597656,322.9261474609375,North America
