city_name,country,city_lat,city_lon,population,max_wind_raw,max_wind,cell_idx,time_idx,timestamp,lat,lon,continent
Innsbruck,Austria,47.2804073,11.4099906,155214,6.1519856452941895,22.14714832305908,750351,29020,1959-12-07T15:00:00.000000000,47.20562362670898,11.598694801330566,Europe
Biharamulo,Tanzania,-2.6296212,31.3100162,34038,6.148905754089356,22.13606071472168,3482650,37137,1962-09-17T06:00:00.000000000,-2.5659050941467285,31.298076629638672,Africa
Sapele,Nigeria,5.8904273,5.6800044,309162,6.146905899047852,22.128861236572263,2882434,47052,1966-02-07T15:00:00.000000000,5.8699469566345215,5.545378684997559,Africa
Kumaka,Guyana,3.9003937,-58.3800131,2190,6.142338275909424,22.112417793273927,3022503,710,1950-03-30T21:00:00.000000000,3.901581764221192,301.6354675292969,South America
Mazatenango,Guatemala,14.530365,-91.5099805,64652,6.140190601348877,22.10468616485596,2325188,3542,1951-03-19T21:00:00.000000000,14.516695976257324,268.4972229003906,North America
Barinas,Venezuela,8.5999776,-70.250012,284289,6.136224269866943,22.090407371521,2711171,44332,1965-03-04T15:00:00.000000000,8.471001625061035,289.71649169921875,South America
Kualakapuas,Indonesia,-2.983715131744292,114.38447569161237,35632,6.132139205932617,22.075701141357424,3513687,17424,1955-12-19T03:00:00.000000000,-2.98769760131836,114.4202880859375,Asia
Kukës,Albania,42.0830011,20.4339965,17832,6.128589630126953,22.06292266845703,937195,6602,1952-04-05T09:00:00.000000000,42.14411163330078,20.36496353149414,Europe
Mouila,Gabon,-1.8661535,11.0166813,28000,6.124007701873779,22.046427726745605,3437262,13317,1954-07-23T18:00:00.000000000,-1.9332160949707031,11.026252746582031,Africa
Beyla,Guinea,8.686998,-8.6570005,13204,6.123777866363525,22.045600318908694,2698012,29748,1960-03-07T15:00:00.000000000,8.68189811706543,351.3178405761719,Africa
Djambala,Congo (Brazzaville),-2.5396008,14.7499934,9651,6.122309684753418,22.040314865112304,3482421,21030,1957-03-13T21:00:00.000000000,-2.5659050941467285,14.78365421295166,Africa
Bulungu,Congo (Kinshasa),-4.5496073,18.599991,48344,6.122063159942627,22.03942737579346,3625611,44298,1965-02-28T09:00:00.000000000,-4.604569435119629,18.531583786010746,Africa
Bongandanga,Congo (Kinshasa),1.5103587,21.0500223,4105,6.119457721710205,22.03004779815674,3193119,35083,1962-01-03T12:00:00.000000000,1.4411247968673706,21.00474739074707,Africa
Bangassou,Central African Republic,4.7337537,22.8166329,32841,6.108431339263916,21.990352821350097,2960013,15019,1955-02-21T12:00:00.000000000,4.745166778564453,22.851274490356445,Africa
Kayunga,Uganda,0.7025,32.8886111,21704,6.105372428894043,21.97934074401856,3249126,45643,1965-08-15T12:00:00.000000000,0.6678382754325867,32.89411926269531,Africa
Los Andes,Chile,-32.8295866,-70.5999907,56859,6.10036563873291,21.96131629943848,5262466,23293,1957-12-21T18:00:00.000000000,-32.794376373291016,289.3642883300781,South America
Namtu,Myanmar,23.0837447,97.3999873,48591,6.091952323913574,21.931028366088867,1830780,30178,1960-04-30T09:00:00.000000000,23.022846221923828,97.4294662475586,Asia
